,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39,theta_40,theta_41,theta_42,theta_43,theta_44,theta_45,theta_46,theta_47
10,10,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162770342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
11,11,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.12780115298150768,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
12,12,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012852975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
13,13,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.860545683143933,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
14,14,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369536038187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
15,15,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686411092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
16,16,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.9131595408457738,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
17,17,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272264761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
18,18,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975026040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
19,19,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381065173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
20,20,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631834126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
21,21,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252400541348,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
22,22,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975293202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
23,23,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594650810824,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
24,24,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637361823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
25,25,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.190123977898137,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
26,26,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.332322926665521,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
27,27,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261598957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
28,28,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.1655031825714968,5.910705506743787,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
29,29,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.9107055167437865,0.421073412152242,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
30,30,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.42107342215224197,1.2922402526713095,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
31,31,0.25384676573696774,1.227506374628214,4.231845760316877,2.5319522316291856,3.744989533242652,4.0141793759358455,5.869766948774843,5.223070284428338,4.613101285405988,4.770323525259028,1.0924162670342676,0.1278011429815077,4.553012842975251,0.8605456731439329,1.1369535938187054,4.142686401092925,2.913159530845774,2.714272254761382,4.437975016040124,4.938381055173803,5.367631824126006,0.6500252300541347,4.372975283202087,1.0620594550810825,5.914637351823037,6.1901239678981375,3.3323229166655213,2.2242261498957023,2.165503172571497,5.910705506743787,0.421073412152242,1.2922402626713094,5.346577109656431,4.149230375787867,0.905910724763726,1.462932078471818,3.0480754500251144,2.117889641960497,5.728373668045453,3.0996264424514437,3.055748759229153,0.8063407963991814,0.11504457838074653,3.9698211143394126,1.1695758602804727,1.5635052959474949,2.196593914878576,5.3077683596911065,2.209528294870155
