,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15
48,48,0.06788175485163947,3.605159084053932,5.0763219768102905,3.0887521760845584,3.8586830091689968,5.607226038527629,4.507858221080449,5.634179678627768,3.8349175970779745,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750425839762,3.157425451107063,2.1870685108068004
49,49,0.06788175485163947,3.605159084053932,5.0763219768102905,3.0887521760845584,3.8586830091689968,5.607226038527629,4.507858221080449,5.634179678627768,3.8349175970779745,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425461107063,2.1870685108068004
50,50,0.06788175485163947,3.605159084053932,5.0763219768102905,3.0887521760845584,3.8586830091689968,5.607226038527629,4.507858221080449,5.634179678627768,3.8349175970779745,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685208068004
51,51,0.05167682551842216,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
52,52,0.051676825582259917,3.595566442517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
53,53,0.051676825233272626,3.595566432517924,5.1344285462289365,3.088272704444041,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
54,54,0.05167682550725892,3.595566432517924,5.134428536228937,3.0882727144440407,3.907363257488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
55,55,0.051676825350824865,3.595566432517924,5.134428536228937,3.088272704444041,3.907363267488412,5.406677363835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
56,56,0.05167682556926591,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677373835254,4.481660618983041,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
57,57,0.051676825422350386,3.595566432517924,5.134428536228937,3.088272704444041,3.907363257488412,5.406677363835254,4.4816606289830405,5.568118166518057,3.9258993171496837,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
