,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39
10,10,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.9545880694826411,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
11,11,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863976285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
12,12,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206774311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
13,13,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459297832726,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
14,14,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.7141185690580087,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
15,15,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956473147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
16,16,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768471620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
17,17,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664803440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
18,18,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533536917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
19,19,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202259267637,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
20,20,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820209055298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
21,21,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699823564922,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
22,22,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773957297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
23,23,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285119225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
24,24,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126470881828,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
25,25,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105230959606,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
26,26,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309210881283,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
27,27,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848679089751736,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
28,28,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122991812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
29,29,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094101295017,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
30,30,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301973061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
31,31,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677579674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
32,32,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641564001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
33,33,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594767378679,3.344938983990805,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
34,34,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.3449389939908047,3.212954848512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
35,35,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954858512276,4.808324402869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
36,36,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324412869696,5.772487584310908,1.04004891303298,2.0085238651977138,2.314260275547697
37,37,0.11480784197158565,3.7850610879809916,5.37676599203481,3.2758518549972013,5.764963022077033,0.16000026572879233,4.944191959728956,0.9725643810967932,5.7614382680853655,3.303204635185774,0.954588059482641,4.174863966285721,4.095206764311907,2.5652459197832727,2.714118559058009,4.936956463147763,0.6338768371620869,3.126664793440876,4.988533526917666,1.9331202159267638,3.1820208955298943,0.9723699723564921,3.539773947297982,1.4720285019225072,0.5369126370881827,2.7682105130959607,0.8230309110881282,1.5848678989751737,4.13122990812895,1.8541094001295018,1.677301963061391,3.4224677479674903,2.390641554001587,0.6635594667378678,3.344938983990805,3.212954848512276,4.808324402869696,5.772487594310908,1.04004891303298,2.0085238651977138,2.314260275547697
