,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7
67,67,0.030096837595911904,1.4092334928518722,2.81071858924839,3.354535301482301,1e-08,0.3311735717347866,5.134262436080955,2.017241748372905,1.2291661817969457
68,68,0.030096837540129203,1.4092334928518722,2.81071858924839,3.354535301482301,0.0,0.3311735817347866,5.134262436080955,2.017241748372905,1.2291661817969457
69,69,0.03009683754776577,1.4092334928518722,2.81071858924839,3.354535301482301,0.0,0.3311735717347866,5.134262446080955,2.017241748372905,1.2291661817969457
70,70,0.030096837553860018,1.4092334928518722,2.81071858924839,3.354535301482301,0.0,0.3311735717347866,5.134262436080955,2.0172417583729048,1.2291661817969457
71,71,0.030096837556631242,1.4092334928518722,2.81071858924839,3.354535301482301,0.0,0.3311735717347866,5.134262436080955,2.017241748372905,1.2291661917969456
72,72,0.030054617158682018,1.4144301544597861,2.7794612289949705,3.3525518990071395,0.0,0.36511520148091614,5.133229906353387,2.0260449491441266,1.2273943092141202
73,73,0.0300546171593152,1.414430164459786,2.7794612289949705,3.3525518990071395,0.0,0.36511520148091614,5.133229906353387,2.0260449491441266,1.2273943092141202
74,74,0.030054617161839686,1.4144301544597861,2.7794612389949704,3.3525518990071395,0.0,0.36511520148091614,5.133229906353387,2.0260449491441266,1.2273943092141202
75,75,0.030054617157503506,1.4144301544597861,2.7794612289949705,3.3525519090071394,0.0,0.36511520148091614,5.133229906353387,2.0260449491441266,1.2273943092141202
76,76,0.03005461720078453,1.4144301544597861,2.7794612289949705,3.3525518990071395,1e-08,0.36511520148091614,5.133229906353387,2.0260449491441266,1.2273943092141202
77,77,0.030054617154129472,1.4144301544597861,2.7794612289949705,3.3525518990071395,0.0,0.36511521148091614,5.133229906353387,2.0260449491441266,1.2273943092141202
78,78,0.030054617150675252,1.4144301544597861,2.7794612289949705,3.3525518990071395,0.0,0.36511520148091614,5.133229916353387,2.0260449491441266,1.2273943092141202
79,79,0.030054617169923678,1.4144301544597861,2.7794612289949705,3.3525518990071395,0.0,0.36511520148091614,5.133229906353387,2.0260449591441265,1.2273943092141202
80,80,0.030054617160140892,1.4144301544597861,2.7794612289949705,3.3525518990071395,0.0,0.36511520148091614,5.133229906353387,2.0260449491441266,1.2273943192141201
81,81,0.030043304594468193,1.4205327794214246,2.7627368243781163,3.354667070772781,0.0,0.384881512238205,5.139795733085007,2.0184529570514114,1.2302794774632297
82,82,0.03004330460055135,1.4205327894214246,2.7627368243781163,3.354667070772781,0.0,0.384881512238205,5.139795733085007,2.0184529570514114,1.2302794774632297
83,83,0.030043304594056103,1.4205327794214246,2.7627368343781162,3.354667070772781,0.0,0.384881512238205,5.139795733085007,2.0184529570514114,1.2302794774632297
84,84,0.030043304594504047,1.4205327794214246,2.7627368243781163,3.354667080772781,0.0,0.384881512238205,5.139795733085007,2.0184529570514114,1.2302794774632297
85,85,0.030043304637538012,1.4205327794214246,2.7627368243781163,3.354667070772781,1e-08,0.384881512238205,5.139795733085007,2.0184529570514114,1.2302794774632297
86,86,0.030043304594780364,1.4205327794214246,2.7627368243781163,3.354667070772781,0.0,0.384881522238205,5.139795733085007,2.0184529570514114,1.2302794774632297
87,87,0.030043304591863704,1.4205327794214246,2.7627368243781163,3.354667070772781,0.0,0.384881512238205,5.139795743085007,2.0184529570514114,1.2302794774632297
88,88,0.03004330459412301,1.4205327794214246,2.7627368243781163,3.354667070772781,0.0,0.384881512238205,5.139795733085007,2.0184529670514113,1.2302794774632297
89,89,0.03004330459948392,1.4205327794214246,2.7627368243781163,3.354667070772781,0.0,0.384881512238205,5.139795733085007,2.0184529570514114,1.2302794874632297
90,90,0.030040269610789573,1.415097116275631,2.7643143398472083,3.3534171418682477,0.0,0.382995409109215,5.1423479849464995,2.018532918984103,1.2254534831792578
91,91,0.030040269610214995,1.415097126275631,2.7643143398472083,3.3534171418682477,0.0,0.382995409109215,5.1423479849464995,2.018532918984103,1.2254534831792578
92,92,0.030040269610512413,1.415097116275631,2.7643143498472083,3.3534171418682477,0.0,0.382995409109215,5.1423479849464995,2.018532918984103,1.2254534831792578
93,93,0.030040269610705002,1.415097116275631,2.7643143398472083,3.3534171518682476,0.0,0.382995409109215,5.1423479849464995,2.018532918984103,1.2254534831792578
94,94,0.03004026965313978,1.415097116275631,2.7643143398472083,3.3534171418682477,1e-08,0.382995409109215,5.1423479849464995,2.018532918984103,1.2254534831792578
95,95,0.0300402696110528,1.415097116275631,2.7643143398472083,3.3534171418682477,0.0,0.382995419109215,5.1423479849464995,2.018532918984103,1.2254534831792578
96,96,0.030040269610891627,1.415097116275631,2.7643143398472083,3.3534171418682477,0.0,0.382995409109215,5.142347994946499,2.018532918984103,1.2254534831792578
97,97,0.03004026961160835,1.415097116275631,2.7643143398472083,3.3534171418682477,0.0,0.382995409109215,5.1423479849464995,2.018532928984103,1.2254534831792578
98,98,0.030040269610365253,1.415097116275631,2.7643143398472083,3.3534171418682477,0.0,0.382995409109215,5.1423479849464995,2.018532918984103,1.2254534931792578
99,99,0.0300402030899114,1.415353667866171,2.7653725878791695,3.353660412588637,0.0,0.38181452922742243,5.142151851519637,2.0178625714269525,1.2257882354883287
100,100,0.030040203089984657,1.4153536778661708,2.7653725878791695,3.353660412588637,0.0,0.38181452922742243,5.142151851519637,2.0178625714269525,1.2257882354883287
101,101,0.030040203089964048,1.415353667866171,2.7653725978791694,3.353660412588637,0.0,0.38181452922742243,5.142151851519637,2.0178625714269525,1.2257882354883287
102,102,0.030040203089917356,1.415353667866171,2.7653725878791695,3.353660422588637,0.0,0.38181452922742243,5.142151851519637,2.0178625714269525,1.2257882354883287
103,103,0.03004020313245526,1.415353667866171,2.7653725878791695,3.353660412588637,1e-08,0.38181452922742243,5.142151851519637,2.0178625714269525,1.2257882354883287
104,104,0.03004020308986751,1.415353667866171,2.7653725878791695,3.353660412588637,0.0,0.3818145392274224,5.142151851519637,2.0178625714269525,1.2257882354883287
105,105,0.03004020308993776,1.415353667866171,2.7653725878791695,3.353660412588637,0.0,0.38181452922742243,5.142151861519637,2.0178625714269525,1.2257882354883287
106,106,0.030040203089853806,1.415353667866171,2.7653725878791695,3.353660412588637,0.0,0.38181452922742243,5.142151851519637,2.0178625814269524,1.2257882354883287
107,107,0.03004020308988257,1.415353667866171,2.7653725878791695,3.353660412588637,0.0,0.38181452922742243,5.142151851519637,2.0178625714269525,1.2257882454883287
