,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23
34,34,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616277210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
35,35,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439502679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
36,36,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.599088605923783,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
37,37,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558910652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
38,38,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325992702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
39,39,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571991008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
40,40,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571164607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
41,41,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.718720325523594,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
42,42,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018731981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
43,43,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427859602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
44,44,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119253801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
45,45,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637688895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
46,46,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320539561808,4.701316884795077,4.50453746004046,4.510654903244346
47,47,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.7013168947950765,4.50453746004046,4.510654903244346
48,48,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453747004046,4.510654903244346
49,49,0.10748337959524606,3.671344133166224,3.82436554629503,3.6363255172672306,5.410009741577538,2.295469415226006,0.294242426978772,6.096216269793761,0.2690836594530975,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654913244346
50,50,0.08069189440664266,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
51,51,0.08069189452862063,3.66868870742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
52,52,0.0806918943010598,3.66868869742945,3.8330053827375785,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
53,53,0.08069189447592831,3.66868869742945,3.8330053727375786,3.78307071108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
54,54,0.08069189471093205,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909150720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
55,55,0.08069189477511479,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334113646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
56,56,0.08069189475477179,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008569540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
57,57,0.08069189444419606,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827061813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
58,58,0.08069189425756479,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243181392802912,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
59,59,0.08069189440664266,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616277210272,4.618439492679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
60,60,0.08069189440664266,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439502679119,3.5990885959237833,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
61,61,0.08069189440664266,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.599088605923783,5.407558900652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
62,62,0.08069189440664266,3.66868869742945,3.8330053727375786,3.78307070108115,5.43909149720428,2.317334103646292,0.377008559540141,6.100827051813394,0.24243180392802913,1.7548616177210272,4.618439492679119,3.5990885959237833,5.407558910652625,3.67325991702873,5.674571981008119,1.1995571064607817,1.7187203155235942,4.800018721981705,4.522427849602581,2.843119243801398,2.443637678895954,4.838320529561808,4.701316884795077,4.50453746004046,4.510654903244346
