,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23
0,0,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
1,1,0.6870982859328415,3.139535869069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
2,2,0.6870982926085889,3.139535859069625,6.01971191968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
3,3,0.6870982841548283,3.139535859069625,6.01971190968541,2.3027165135326055,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
4,4,0.6870982810146156,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663427691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
5,5,0.6870982801184734,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309854196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
6,6,0.6870982825090463,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338805004234827,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
7,7,0.6870982822808284,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.2351775342774087,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
8,8,0.6870982855342607,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534055033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
9,9,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829947200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
10,10,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475257096182781,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
11,11,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554267785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
12,12,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011885479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
13,13,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407134918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
14,14,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177773212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
15,15,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421985490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
16,16,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410372352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
17,17,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113721887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
18,18,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138284828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
19,19,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367670058553,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
20,20,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613877416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
21,21,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815827031426795,3.7574648095748895,3.627096038215556,0.7124491371896584
22,22,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648195748894,3.627096038215556,0.7124491371896584
23,23,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096048215556,0.7124491371896584
24,24,0.6870982852922359,3.139535859069625,6.01971190968541,2.3027165035326056,1.4540663327691272,4.962309844196528,1.7338804904234828,3.235177524277409,4.001534045033268,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491471896585
25,25,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
26,26,0.1979186511915932,3.0754753122104783,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
27,27,0.19791864705706258,3.0754753022104784,5.288076622894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
28,28,0.19791864764036365,3.0754753022104784,5.288076612894199,2.4164572747865276,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
29,29,0.1979186468941661,3.0754753022104784,5.288076612894199,2.4164572647865277,1.881828379672217,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
30,30,0.19791864940171278,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686107147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
31,31,0.19791864818151833,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.01219946829582,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
32,32,0.1979186501295311,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318291052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
33,33,0.19791865143557721,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315816744983,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
34,34,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829947200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
35,35,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475257096182781,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
36,36,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554267785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
37,37,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011885479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
38,38,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407134918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
39,39,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177773212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
40,40,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421985490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
41,41,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410372352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
42,42,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113721887926,3.105138274828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
43,43,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138284828363,2.1342367570058554,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
44,44,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367670058553,2.466613867416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
45,45,0.1979186496156195,3.0754753022104784,5.288076612894199,2.4164572647865277,1.8818283696722171,5.479686097147424,2.0121994582958203,3.536318281052862,3.9773315716744984,0.44829946200499515,1.7475256996182782,0.35554266785010474,6.050011875479163,6.085407124918522,6.009177763212764,3.326421975490478,5.044410362352844,3.694113711887926,3.105138274828363,2.1342367570058554,2.466613877416079,2.3815826931426796,3.7574648095748895,3.627096038215556,0.7124491371896584
