,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7
59,59,0.030617092181067312,3.260426529485369,2.2372055249912313,3.4503664151574496,4.424175834662611,4.4847226692673,5.689551420165486,1.9354662968996754,2.86265116299983
60,60,0.030617092370745,3.260426529485369,2.2372055249912313,3.4503664151574496,4.424175834662611,4.4847226592673,5.689551430165486,1.9354662968996754,2.86265116299983
61,61,0.03061709224961099,3.260426529485369,2.2372055249912313,3.4503664151574496,4.424175834662611,4.4847226592673,5.689551420165486,1.9354663068996754,2.86265116299983
62,62,0.030617092354880002,3.260426529485369,2.2372055249912313,3.4503664151574496,4.424175834662611,4.4847226592673,5.689551420165486,1.9354662968996754,2.86265117299983
63,63,0.028457002485237644,3.2484058758822734,2.110897519164958,3.48446967115055,4.392537218591555,4.546694947857427,5.597744666397421,1.984858078761408,2.828223272215147
64,64,0.028457002456754817,3.2484058858822733,2.110897519164958,3.48446967115055,4.392537218591555,4.546694947857427,5.597744666397421,1.984858078761408,2.828223272215147
65,65,0.02845700248926104,3.2484058758822734,2.110897529164958,3.48446967115055,4.392537218591555,4.546694947857427,5.597744666397421,1.984858078761408,2.828223272215147
66,66,0.028457002445087407,3.2484058758822734,2.110897519164958,3.48446968115055,4.392537218591555,4.546694947857427,5.597744666397421,1.984858078761408,2.828223272215147
67,67,0.02845700249353432,3.2484058758822734,2.110897519164958,3.48446967115055,4.392537228591555,4.546694947857427,5.597744666397421,1.984858078761408,2.828223272215147
68,68,0.02845700248141679,3.2484058758822734,2.110897519164958,3.48446967115055,4.392537218591555,4.546694957857427,5.597744666397421,1.984858078761408,2.828223272215147
69,69,0.028457002490041385,3.2484058758822734,2.110897519164958,3.48446967115055,4.392537218591555,4.546694947857427,5.597744676397421,1.984858078761408,2.828223272215147
70,70,0.02845700247744079,3.2484058758822734,2.110897519164958,3.48446967115055,4.392537218591555,4.546694947857427,5.597744666397421,1.984858088761408,2.828223272215147
71,71,0.028457002530536755,3.2484058758822734,2.110897519164958,3.48446967115055,4.392537218591555,4.546694947857427,5.597744666397421,1.984858078761408,2.8282232822151467
72,72,0.02798177744780362,3.2648623090326248,2.089278078145731,3.5393484891249343,4.3775567042343875,4.556187306657285,5.621805355274335,2.0012006804788154,2.767200219891722
73,73,0.02798177742646865,3.2648623190326247,2.089278078145731,3.5393484891249343,4.3775567042343875,4.556187306657285,5.621805355274335,2.0012006804788154,2.767200219891722
74,74,0.02798177744403127,3.2648623090326248,2.089278088145731,3.5393484891249343,4.3775567042343875,4.556187306657285,5.621805355274335,2.0012006804788154,2.767200219891722
75,75,0.027981777414660413,3.2648623090326248,2.089278078145731,3.539348499124934,4.3775567042343875,4.556187306657285,5.621805355274335,2.0012006804788154,2.767200219891722
76,76,0.02798177742650302,3.2648623090326248,2.089278078145731,3.5393484891249343,4.377556714234387,4.556187306657285,5.621805355274335,2.0012006804788154,2.767200219891722
77,77,0.0279817774585003,3.2648623090326248,2.089278078145731,3.5393484891249343,4.3775567042343875,4.556187316657285,5.621805355274335,2.0012006804788154,2.767200219891722
78,78,0.027981777448882677,3.2648623090326248,2.089278078145731,3.5393484891249343,4.3775567042343875,4.556187306657285,5.6218053652743345,2.0012006804788154,2.767200219891722
79,79,0.027981777457432355,3.2648623090326248,2.089278078145731,3.5393484891249343,4.3775567042343875,4.556187306657285,5.621805355274335,2.0012006904788153,2.767200219891722
80,80,0.02798177748481276,3.2648623090326248,2.089278078145731,3.5393484891249343,4.3775567042343875,4.556187306657285,5.621805355274335,2.0012006804788154,2.767200229891722
81,81,0.027547806746179675,3.3166912692277735,2.053771429572478,3.711194144155438,4.3816391885641615,4.583552266454234,5.687420316849825,2.015985905809063,2.5739815312495966
82,82,0.02754780675879201,3.3166912792277734,2.053771429572478,3.711194144155438,4.3816391885641615,4.583552266454234,5.687420316849825,2.015985905809063,2.5739815312495966
83,83,0.027547806742658092,3.3166912692277735,2.0537714395724778,3.711194144155438,4.3816391885641615,4.583552266454234,5.687420316849825,2.015985905809063,2.5739815312495966
84,84,0.027547806764106925,3.3166912692277735,2.053771429572478,3.711194154155438,4.3816391885641615,4.583552266454234,5.687420316849825,2.015985905809063,2.5739815312495966
85,85,0.027547806718352896,3.3166912692277735,2.053771429572478,3.711194144155438,4.381639198564161,4.583552266454234,5.687420316849825,2.015985905809063,2.5739815312495966
86,86,0.02754780678307851,3.3166912692277735,2.053771429572478,3.711194144155438,4.3816391885641615,4.583552276454234,5.687420316849825,2.015985905809063,2.5739815312495966
87,87,0.02754780674224383,3.3166912692277735,2.053771429572478,3.711194144155438,4.3816391885641615,4.583552266454234,5.687420326849825,2.015985905809063,2.5739815312495966
88,88,0.027547806748242032,3.3166912692277735,2.053771429572478,3.711194144155438,4.3816391885641615,4.583552266454234,5.687420316849825,2.015985915809063,2.5739815312495966
89,89,0.02754780673269863,3.3166912692277735,2.053771429572478,3.711194144155438,4.3816391885641615,4.583552266454234,5.687420316849825,2.015985905809063,2.5739815412495965
90,90,0.027425783751052864,3.2981223554010226,2.0659706661823347,3.651250426755665,4.387636692525104,4.550688342693686,5.659383767607108,2.0144999002697253,2.627369097868263
91,91,0.02742578375906882,3.2981223654010225,2.0659706661823347,3.651250426755665,4.387636692525104,4.550688342693686,5.659383767607108,2.0144999002697253,2.627369097868263
92,92,0.02742578374793591,3.2981223554010226,2.0659706761823347,3.651250426755665,4.387636692525104,4.550688342693686,5.659383767607108,2.0144999002697253,2.627369097868263
93,93,0.027425783745868213,3.2981223554010226,2.0659706661823347,3.651250436755665,4.387636692525104,4.550688342693686,5.659383767607108,2.0144999002697253,2.627369097868263
94,94,0.02742578373882795,3.2981223554010226,2.0659706661823347,3.651250426755665,4.3876367025251035,4.550688342693686,5.659383767607108,2.0144999002697253,2.627369097868263
95,95,0.027425783733775248,3.2981223554010226,2.0659706661823347,3.651250426755665,4.387636692525104,4.550688352693686,5.659383767607108,2.0144999002697253,2.627369097868263
96,96,0.027425783748265233,3.2981223554010226,2.0659706661823347,3.651250426755665,4.387636692525104,4.550688342693686,5.659383777607108,2.0144999002697253,2.627369097868263
97,97,0.027425783766830955,3.2981223554010226,2.0659706661823347,3.651250426755665,4.387636692525104,4.550688342693686,5.659383767607108,2.014499910269725,2.627369097868263
98,98,0.027425783754396846,3.2981223554010226,2.0659706661823347,3.651250426755665,4.387636692525104,4.550688342693686,5.659383767607108,2.0144999002697253,2.627369107868263
99,99,0.027392712984987855,3.29114055017306,2.069858630922876,3.657064255224097,4.395911518135841,4.563680080177472,5.666565000323154,2.006588642464647,2.6228560775250487
100,100,0.02739271298868414,3.29114056017306,2.069858630922876,3.657064255224097,4.395911518135841,4.563680080177472,5.666565000323154,2.006588642464647,2.6228560775250487
101,101,0.027392712987319406,3.29114055017306,2.069858640922876,3.657064255224097,4.395911518135841,4.563680080177472,5.666565000323154,2.006588642464647,2.6228560775250487
102,102,0.02739271298184771,3.29114055017306,2.069858630922876,3.657064265224097,4.395911518135841,4.563680080177472,5.666565000323154,2.006588642464647,2.6228560775250487
103,103,0.027392712978111022,3.29114055017306,2.069858630922876,3.657064255224097,4.395911528135841,4.563680080177472,5.666565000323154,2.006588642464647,2.6228560775250487
104,104,0.027392712990786744,3.29114055017306,2.069858630922876,3.657064255224097,4.395911518135841,4.563680090177472,5.666565000323154,2.006588642464647,2.6228560775250487
105,105,0.027392712985243598,3.29114055017306,2.069858630922876,3.657064255224097,4.395911518135841,4.563680080177472,5.666565010323154,2.006588642464647,2.6228560775250487
106,106,0.027392712991453932,3.29114055017306,2.069858630922876,3.657064255224097,4.395911518135841,4.563680080177472,5.666565000323154,2.006588652464647,2.6228560775250487
107,107,0.02739271298774993,3.29114055017306,2.069858630922876,3.657064255224097,4.395911518135841,4.563680080177472,5.666565000323154,2.006588642464647,2.6228560875250486
